Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106805,ABW,12.52111,-69.968338,2024-04-22
Afghanistan,40233851,AFG,33.93911,67.709953,2024-04-22
Angola,32880188,AGO,-11.202692,17.873887,2024-04-22
Anguilla,13457,AIA,18.220554,-63.068615,2024-04-22
Åland Islands,29471,ALA,60.250716,20.374146,2024-04-22
Albania,2838994,ALB,41.153332,20.168331,2024-04-22
Andorra,77306,AND,42.546245,1.601554,2024-04-22
United Arab Emirates,9895474,ARE,23.424076,53.847818,2024-04-22
Argentina,45399893,ARG,-38.416097,-63.616672,2024-04-22
Armenia,2964589,ARM,40.069099,45.038189,2024-04-22
American Samoa,55220,ASM,-14.270972,-170.132217,2024-04-22
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-22
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-22
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-22
Antigua and Barbuda,97964,ATG,17.060816,-61.796428,2024-04-22
Australia,25697577,AUS,-25.274398,133.775136,2024-04-22
Austria,8921817,AUT,47.516231,14.550072,2024-04-22
Azerbaijan,10114538,AZE,40.143105,47.576927,2024-04-22
Burundi,11895521,BDI,-3.373056,29.918886,2024-04-22
Belgium,11561190,BEL,50.503887,4.469936,2024-04-22
Benin,12128631,BEN,9.30769,2.315834,2024-04-22
"Bonaire, Sint Eustatius and Saba",25997,BES,12.183333,-68.233333,2024-04-22
Burkina Faso,20914106,BFA,12.238333,-1.561593,2024-04-22
Bangladesh,164776717,BGD,23.684994,90.356331,2024-04-22
Bulgaria,6930140,BGR,42.733883,25.48583,2024-04-22
Bahrain,1702411,BHR,25.930414,50.637772,2024-04-22
Bahamas,393435,BHS,25.03428,-77.39628,2024-04-22
The Bahamas,393449,BHS,25.03428,-77.39628,2024-04-22
Bosnia and Herzegovina,3282002,BIH,43.915886,17.679076,2024-04-22
Belarus,9402316,BLR,53.709807,27.953389,2024-04-22
Belize,397815,BLZ,17.189877,-88.49765,2024-04-22
Bermuda,63931,BMU,32.321384,-64.75737,2024-04-22
Bolivia,11678914,BOL,-16.290154,-63.588653,2024-04-22
Brazil,212647624,BRA,-14.235004,-51.92528,2024-04-22
Barbados,287499,BRB,13.193887,-59.543198,2024-04-22
Brunei,437683,BRN,4.535277,114.727669,2024-04-22
Brunei Darussalam,437659,BRN,4.535277,114.727669,2024-04-22
Bhutan,771941,BTN,27.514162,90.433601,2024-04-22
Burma,54433214,BUR,21.913965,95.956223,2024-04-22
Myanmar,54432243,MMR,21.913965,95.956223,2024-04-22
Botswana,2352774,BWA,-22.328474,24.684866,2024-04-22
Central African Republic,4832258,CAF,6.611111,20.939444,2024-04-22
Canada,38023446,CAN,56.130366,-106.346771,2024-04-22
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-22
Switzerland,8657895,CHE,46.818188,8.227512,2024-04-22
Chile,19125921,CHL,-35.675147,-71.542969,2024-04-22
China,1373510897,CHN,35.86166,104.195397,2024-04-22
Côte d'Ivoire,26388056,CIV,7.539989,-5.54708,2024-04-22
Cameroon,26557680,CMR,7.369722,12.354722,2024-04-22
Congo,5659047,COG,-0.228021,15.827659,2024-04-22
Cook Islands,18109,COK,-21.236736,-159.777671,2024-04-22
Colombia,50902461,COL,4.570868,-74.297333,2024-04-22
Comoros,869985,COM,-11.875001,43.872219,2024-04-22
Cape Verde,556217,CPV,16.002082,-24.013197,2024-04-22
Costa Rica,5096526,CRI,9.748917,-83.753428,2024-04-22
Cuba,11331267,CUB,21.521757,-77.781167,2024-04-22
Curaçao,155090,CUW,12.186111,-68.989444,2024-04-22
Christmas Island,2072,CXR,-10.447525,105.690449,2024-04-22
Cayman Islands,65751,CYM,19.513469,-80.566956,2024-04-22
Cyprus,1207873,CYP,35.126413,33.429859,2024-04-22
Czech Republic,10704246,CZE,49.817492,15.472962,2024-04-22
Czechia,10704603,CZE,49.817492,15.472962,2024-04-22
