Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106816,ABW,12.52111,-69.968338,2024-04-20
Afghanistan,40232555,AFG,33.93911,67.709953,2024-04-20
Angola,32880839,AGO,-11.202692,17.873887,2024-04-20
Anguilla,13458,AIA,18.220554,-63.068615,2024-04-20
Åland Islands,29471,ALA,60.250716,20.374146,2024-04-20
Albania,2838967,ALB,41.153332,20.168331,2024-04-20
Andorra,77292,AND,42.546245,1.601554,2024-04-20
United Arab Emirates,9893790,ARE,23.424076,53.847818,2024-04-20
Argentina,45397296,ARG,-38.416097,-63.616672,2024-04-20
Armenia,2964382,ARM,40.069099,45.038189,2024-04-20
American Samoa,55217,ASM,-14.270972,-170.132217,2024-04-20
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-20
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-20
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-20
Antigua and Barbuda,97964,ATG,17.060816,-61.796428,2024-04-20
Australia,25698761,AUS,-25.274398,133.775136,2024-04-20
Austria,8920206,AUT,47.516231,14.550072,2024-04-20
Azerbaijan,10113931,AZE,40.143105,47.576927,2024-04-20
Burundi,11894851,BDI,-3.373056,29.918886,2024-04-20
Belgium,11560013,BEL,50.503887,4.469936,2024-04-20
Benin,12128755,BEN,9.30769,2.315834,2024-04-20
"Bonaire, Sint Eustatius and Saba",25998,BES,12.183333,-68.233333,2024-04-20
Burkina Faso,20909978,BFA,12.238333,-1.561593,2024-04-20
Bangladesh,164747896,BGD,23.684994,90.356331,2024-04-20
Bulgaria,6930279,BGR,42.733883,25.48583,2024-04-20
Bahrain,1702160,BHR,25.930414,50.637772,2024-04-20
Bahamas,393430,BHS,25.03428,-77.39628,2024-04-20
The Bahamas,393416,BHS,25.03428,-77.39628,2024-04-20
Bosnia and Herzegovina,3281947,BIH,43.915886,17.679076,2024-04-20
Belarus,9402520,BLR,53.709807,27.953389,2024-04-20
Belize,397756,BLZ,17.189877,-88.49765,2024-04-20
Bermuda,63926,BMU,32.321384,-64.75737,2024-04-20
Bolivia,11676971,BOL,-16.290154,-63.588653,2024-04-20
Brazil,212655525,BRA,-14.235004,-51.92528,2024-04-20
Barbados,287506,BRB,13.193887,-59.543198,2024-04-20
Brunei,437655,BRN,4.535277,114.727669,2024-04-20
Brunei Darussalam,437691,BRN,4.535277,114.727669,2024-04-20
Bhutan,771945,BTN,27.514162,90.433601,2024-04-20
Burma,54429371,BUR,21.913965,95.956223,2024-04-20
Myanmar,54433332,MMR,21.913965,95.956223,2024-04-20
Botswana,2352448,BWA,-22.328474,24.684866,2024-04-20
Central African Republic,4831881,CAF,6.611111,20.939444,2024-04-20
Canada,38022181,CAN,56.130366,-106.346771,2024-04-20
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-20
