Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106802,ABW,12.52111,-69.968338,2024-04-17
Afghanistan,40233229,AFG,33.93911,67.709953,2024-04-17
Angola,32875127,AGO,-11.202692,17.873887,2024-04-17
Anguilla,13456,AIA,18.220554,-63.068615,2024-04-17
Åland Islands,29466,ALA,60.250716,20.374146,2024-04-17
Albania,2838739,ALB,41.153332,20.168331,2024-04-17
Andorra,77287,AND,42.546245,1.601554,2024-04-17
United Arab Emirates,9893449,ARE,23.424076,53.847818,2024-04-17
Argentina,45392625,ARG,-38.416097,-63.616672,2024-04-17
Armenia,2964153,ARM,40.069099,45.038189,2024-04-17
American Samoa,55217,ASM,-14.270972,-170.132217,2024-04-17
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-17
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-17
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-17
Antigua and Barbuda,97960,ATG,17.060816,-61.796428,2024-04-17
Australia,25694272,AUS,-25.274398,133.775136,2024-04-17
Austria,8920642,AUT,47.516231,14.550072,2024-04-17
Azerbaijan,10113522,AZE,40.143105,47.576927,2024-04-17
Burundi,11894953,BDI,-3.373056,29.918886,2024-04-17
Belgium,11559347,BEL,50.503887,4.469936,2024-04-17
Benin,12127065,BEN,9.30769,2.315834,2024-04-17
"Bonaire, Sint Eustatius and Saba",25994,BES,12.183333,-68.233333,2024-04-17
Burkina Faso,20909079,BFA,12.238333,-1.561593,2024-04-17
Bangladesh,164753422,BGD,23.684994,90.356331,2024-04-17
Bulgaria,6929476,BGR,42.733883,25.48583,2024-04-17
Bahrain,1702187,BHR,25.930414,50.637772,2024-04-17
Bahamas,393394,BHS,25.03428,-77.39628,2024-04-17
The Bahamas,393375,BHS,25.03428,-77.39628,2024-04-17
Bosnia and Herzegovina,3281894,BIH,43.915886,17.679076,2024-04-17
Belarus,9401398,BLR,53.709807,27.953389,2024-04-17
Belize,397739,BLZ,17.189877,-88.49765,2024-04-17
Bermuda,63927,BMU,32.321384,-64.75737,2024-04-17
Bolivia,11677383,BOL,-16.290154,-63.588653,2024-04-17
Brazil,212639509,BRA,-14.235004,-51.92528,2024-04-17
Barbados,287458,BRB,13.193887,-59.543198,2024-04-17
Brunei,437652,BRN,4.535277,114.727669,2024-04-17
Brunei Darussalam,437637,BRN,4.535277,114.727669,2024-04-17
Bhutan,771889,BTN,27.514162,90.433601,2024-04-17
