Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106814,ABW,12.52111,-69.968338,2024-04-23
Afghanistan,40238777,AFG,33.93911,67.709953,2024-04-23
Angola,32879687,AGO,-11.202692,17.873887,2024-04-23
Anguilla,13459,AIA,18.220554,-63.068615,2024-04-23
Åland Islands,29471,ALA,60.250716,20.374146,2024-04-23
Albania,2839323,ALB,41.153332,20.168331,2024-04-23
Andorra,77299,AND,42.546245,1.601554,2024-04-23
United Arab Emirates,9895140,ARE,23.424076,53.847818,2024-04-23
Argentina,45402073,ARG,-38.416097,-63.616672,2024-04-23
Armenia,2964743,ARM,40.069099,45.038189,2024-04-23
American Samoa,55220,ASM,-14.270972,-170.132217,2024-04-23
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-23
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-23
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-23
Antigua and Barbuda,97972,ATG,17.060816,-61.796428,2024-04-23
Australia,25698419,AUS,-25.274398,133.775136,2024-04-23
Austria,8921100,AUT,47.516231,14.550072,2024-04-23
Azerbaijan,10115380,AZE,40.143105,47.576927,2024-04-23
Burundi,11896528,BDI,-3.373056,29.918886,2024-04-23
Belgium,11562014,BEL,50.503887,4.469936,2024-04-23
Benin,12129732,BEN,9.30769,2.315834,2024-04-23
"Bonaire, Sint Eustatius and Saba",26000,BES,12.183333,-68.233333,2024-04-23
Burkina Faso,20915089,BFA,12.238333,-1.561593,2024-04-23
Bangladesh,164766091,BGD,23.684994,90.356331,2024-04-23
Bulgaria,6930045,BGR,42.733883,25.48583,2024-04-23
Bahrain,1702550,BHR,25.930414,50.637772,2024-04-23
Bahamas,393443,BHS,25.03428,-77.39628,2024-04-23
The Bahamas,393431,BHS,25.03428,-77.39628,2024-04-23
Bosnia and Herzegovina,3282348,BIH,43.915886,17.679076,2024-04-23
Belarus,9402722,BLR,53.709807,27.953389,2024-04-23
Belize,397842,BLZ,17.189877,-88.49765,2024-04-23
Bermuda,63932,BMU,32.321384,-64.75737,2024-04-23
Bolivia,11678696,BOL,-16.290154,-63.588653,2024-04-23
Brazil,212671384,BRA,-14.235004,-51.92528,2024-04-23
Barbados,287530,BRB,13.193887,-59.543198,2024-04-23
Brunei,437688,BRN,4.535277,114.727669,2024-04-23
Brunei Darussalam,437701,BRN,4.535277,114.727669,2024-04-23
Bhutan,771907,BTN,27.514162,90.433601,2024-04-23
Burma,54434357,BUR,21.913965,95.956223,2024-04-23
Myanmar,54435527,MMR,21.913965,95.956223,2024-04-23
Botswana,2352894,BWA,-22.328474,24.684866,2024-04-23
Central African Republic,4831957,CAF,6.611111,20.939444,2024-04-23
Canada,38026565,CAN,56.130366,-106.346771,2024-04-23
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-23
Switzerland,8659077,CHE,46.818188,8.227512,2024-04-23
Chile,19125339,CHL,-35.675147,-71.542969,2024-04-23
China,1373511149,CHN,35.86166,104.195397,2024-04-23
Côte d'Ivoire,26390218,CIV,7.539989,-5.54708,2024-04-23
Cameroon,26557083,CMR,7.369722,12.354722,2024-04-23
Congo,5659158,COG,-0.228021,15.827659,2024-04-23
Cook Islands,18109,COK,-21.236736,-159.777671,2024-04-23
Colombia,50905390,COL,4.570868,-74.297333,2024-04-23
Comoros,869984,COM,-11.875001,43.872219,2024-04-23
Cape Verde,556214,CPV,16.002082,-24.013197,2024-04-23
Costa Rica,5096519,CRI,9.748917,-83.753428,2024-04-23
Cuba,11331398,CUB,21.521757,-77.781167,2024-04-23
Curaçao,155080,CUW,12.186111,-68.989444,2024-04-23
Christmas Island,2072,CXR,-10.447525,105.690449,2024-04-23
Cayman Islands,65755,CYM,19.513469,-80.566956,2024-04-23
Cyprus,1208023,CYP,35.126413,33.429859,2024-04-23
Czech Republic,10704771,CZE,49.817492,15.472962,2024-04-23
Czechia,10703659,CZE,49.817492,15.472962,2024-04-23
Germany,83273960,DEU,51.165691,10.451526,2024-04-23
Djibouti,988459,DJI,11.825138,42.590275,2024-04-23
Dominica,10853776,DMA,15.414999,-61.370976,2024-04-23
Denmark,5834378,DNK,56.26392,9.501785,2024-04-23
Dominican Republic,10853081,DOM,18.735693,-70.162651,2024-04-23
Algeria,44724262,DZA,28.033886,1.659626,2024-04-23
Ecuador,17651360,ECU,-1.831239,-78.183406,2024-04-23
Egypt,102379203,EGY,26.820553,30.802498,2024-04-23
Eritrea,5354866,ERI,15.179384,39.782334,2024-04-23
Western Sahara,510954,ESH,24.215527,-12.885834,2024-04-23
Spain,47370945,ESP,40.463667,-3.74922,2024-04-23
Estonia,1331731,EST,58.595272,25.013607,2024-04-23
Ethiopia,115026285,ETH,9.145,40.489673,2024-04-23
Finland,5533734,FIN,61.92411,25.748151,2024-04-23
Fiji,896802,FJI,-16.578193,179.414413,2024-04-23
Falkland Islands,2564,FLK,-51.796253,-59.523613,2024-04-23
Falkland Islands (Malvinas),2564,FLK,-51.796253,-59.523613,2024-04-23
France,67417857,FRA,46.227638,2.213749,2024-04-23
Faroe Islands,48889,FRO,61.892635,-6.911806,2024-04-23
Micronesia,115081,FSM,7.425554,150.550812,2024-04-23
