Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106839,ABW,12.52111,-69.968338,2024-05-02
Afghanistan,40250479,AFG,33.93911,67.709953,2024-05-02
Angola,32890282,AGO,-11.202692,17.873887,2024-05-02
Anguilla,13461,AIA,18.220554,-63.068615,2024-05-02
Åland Islands,29478,ALA,60.250716,20.374146,2024-05-02
Albania,2839788,ALB,41.153332,20.168331,2024-05-02
Andorra,77316,AND,42.546245,1.601554,2024-05-02
United Arab Emirates,9898059,ARE,23.424076,53.847818,2024-05-02
Argentina,45408076,ARG,-38.416097,-63.616672,2024-05-02
Armenia,2965228,ARM,40.069099,45.038189,2024-05-02
American Samoa,55229,ASM,-14.270972,-170.132217,2024-05-02
Antarctica,1000,ATA,-75.250973,-0.071389,2024-05-02
French Southern Territories,400,ATF,-49.280366,69.348557,2024-05-02
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-05-02
Antigua and Barbuda,97996,ATG,17.060816,-61.796428,2024-05-02
Australia,25702339,AUS,-25.274398,133.775136,2024-05-02
Austria,8923332,AUT,47.516231,14.550072,2024-05-02
Azerbaijan,10116111,AZE,40.143105,47.576927,2024-05-02
Burundi,11899696,BDI,-3.373056,29.918886,2024-05-02
Belgium,11564540,BEL,50.503887,4.469936,2024-05-02
Benin,12131996,BEN,9.30769,2.315834,2024-05-02
"Bonaire, Sint Eustatius and Saba",26003,BES,12.183333,-68.233333,2024-05-02
Burkina Faso,20919798,BFA,12.238333,-1.561593,2024-05-02
Bangladesh,164810562,BGD,23.684994,90.356331,2024-05-02
Bulgaria,6931309,BGR,42.733883,25.48583,2024-05-02
Bahrain,1702595,BHR,25.930414,50.637772,2024-05-02
Bahamas,393502,BHS,25.03428,-77.39628,2024-05-02
The Bahamas,393486,BHS,25.03428,-77.39628,2024-05-02
Bosnia and Herzegovina,3283456,BIH,43.915886,17.679076,2024-05-02
Belarus,9406227,BLR,53.709807,27.953389,2024-05-02
Belize,397872,BLZ,17.189877,-88.49765,2024-05-02
Bermuda,63943,BMU,32.321384,-64.75737,2024-05-02
Bolivia,11682492,BOL,-16.290154,-63.588653,2024-05-02
Brazil,212735204,BRA,-14.235004,-51.92528,2024-05-02
Barbados,287560,BRB,13.193887,-59.543198,2024-05-02
Brunei,437823,BRN,4.535277,114.727669,2024-05-02
Brunei Darussalam,437743,BRN,4.535277,114.727669,2024-05-02
Bhutan,772111,BTN,27.514162,90.433601,2024-05-02
Burma,54441384,BUR,21.913965,95.956223,2024-05-02
Myanmar,54447075,MMR,21.913965,95.956223,2024-05-02
Botswana,2353028,BWA,-22.328474,24.684866,2024-05-02
Central African Republic,4832947,CAF,6.611111,20.939444,2024-05-02
Canada,38032982,CAN,56.130366,-106.346771,2024-05-02
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-05-02
Switzerland,8661656,CHE,46.818188,8.227512,2024-05-02
Chile,19131215,CHL,-35.675147,-71.542969,2024-05-02
China,1373860125,CHN,35.86166,104.195397,2024-05-02
Côte d'Ivoire,26397855,CIV,7.539989,-5.54708,2024-05-02
Cameroon,26565829,CMR,7.369722,12.354722,2024-05-02
Congo,5661609,COG,-0.228021,15.827659,2024-05-02
Cook Islands,18112,COK,-21.236736,-159.777671,2024-05-02
Colombia,50923436,COL,4.570868,-74.297333,2024-05-02
Comoros,870202,COM,-11.875001,43.872219,2024-05-02
Cape Verde,556324,CPV,16.002082,-24.013197,2024-05-02
Costa Rica,5097821,CRI,9.748917,-83.753428,2024-05-02
Cuba,11335946,CUB,21.521757,-77.781167,2024-05-02
Curaçao,155135,CUW,12.186111,-68.989444,2024-05-02
Christmas Island,2073,CXR,-10.447525,105.690449,2024-05-02
Cayman Islands,65765,CYM,19.513469,-80.566956,2024-05-02
Cyprus,1208222,CYP,35.126413,33.429859,2024-05-02
Czech Republic,10705312,CZE,49.817492,15.472962,2024-05-02
Czechia,10706829,CZE,49.817492,15.472962,2024-05-02
Germany,83300735,DEU,51.165691,10.451526,2024-05-02
Djibouti,988716,DJI,11.825138,42.590275,2024-05-02
Dominica,10855033,DMA,15.414999,-61.370976,2024-05-02
Denmark,5835158,DNK,56.26392,9.501785,2024-05-02
Dominican Republic,10854293,DOM,18.735693,-70.162651,2024-05-02
Algeria,44735488,DZA,28.033886,1.659626,2024-05-02
Ecuador,17654323,ECU,-1.831239,-78.183406,2024-05-02
Egypt,102397084,EGY,26.820553,30.802498,2024-05-02
Eritrea,5356038,ERI,15.179384,39.782334,2024-05-02
Western Sahara,511128,ESH,24.215527,-12.885834,2024-05-02
Spain,47381251,ESP,40.463667,-3.74922,2024-05-02
Estonia,1331861,EST,58.595272,25.013607,2024-05-02
