Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106734,ABW,12.52111,-69.968338,2024-03-23
Afghanistan,40207512,AFG,33.93911,67.709953,2024-03-23
Angola,32857497,AGO,-11.202692,17.873887,2024-03-23
Anguilla,13448,AIA,18.220554,-63.068615,2024-03-23
Åland Islands,29449,ALA,60.250716,20.374146,2024-03-23
Albania,2836827,ALB,41.153332,20.168331,2024-03-23
Andorra,77242,AND,42.546245,1.601554,2024-03-23
United Arab Emirates,9887627,ARE,23.424076,53.847818,2024-03-23
Argentina,45364861,ARG,-38.416097,-63.616672,2024-03-23
Armenia,2962171,ARM,40.069099,45.038189,2024-03-23
American Samoa,55178,ASM,-14.270972,-170.132217,2024-03-23
Antarctica,999,ATA,-75.250973,-0.071389,2024-03-23
French Southern Territories,399,ATF,-49.280366,69.348557,2024-03-23
French Southern and Antarctic Lands,399,ATF,-49.280366,69.348557,2024-03-23
Antigua and Barbuda,97891,ATG,17.060816,-61.796428,2024-03-23
Australia,25679124,AUS,-25.274398,133.775136,2024-03-23
Austria,8913738,AUT,47.516231,14.550072,2024-03-23
Azerbaijan,10106400,AZE,40.143105,47.576927,2024-03-23
Burundi,11886658,BDI,-3.373056,29.918886,2024-03-23
Belgium,11552744,BEL,50.503887,4.469936,2024-03-23
Benin,12118619,BEN,9.30769,2.315834,2024-03-23
"Bonaire, Sint Eustatius and Saba",25979,BES,12.183333,-68.233333,2024-03-23
Burkina Faso,20896780,BFA,12.238333,-1.561593,2024-03-23
Bangladesh,164645405,BGD,23.684994,90.356331,2024-03-23
Bulgaria,6925374,BGR,42.733883,25.48583,2024-03-23
Bahrain,1701028,BHR,25.930414,50.637772,2024-03-23
Bahamas,393127,BHS,25.03428,-77.39628,2024-03-23
The Bahamas,393123,BHS,25.03428,-77.39628,2024-03-23
Bosnia and Herzegovina,3279659,BIH,43.915886,17.679076,2024-03-23
Belarus,9395286,BLR,53.709807,27.953389,2024-03-23
Belize,397508,BLZ,17.189877,-88.49765,2024-03-23
Bermuda,63884,BMU,32.321384,-64.75737,2024-03-23
Bolivia,11669786,BOL,-16.290154,-63.588653,2024-03-23
Brazil,212500307,BRA,-14.235004,-51.92528,2024-03-23
Barbados,287267,BRB,13.193887,-59.543198,2024-03-23
Brunei,437351,BRN,4.535277,114.727669,2024-03-23
Brunei Darussalam,437365,BRN,4.535277,114.727669,2024-03-23
Bhutan,771353,BTN,27.514162,90.433601,2024-03-23
Burma,54393628,BUR,21.913965,95.956223,2024-03-23
Myanmar,54392247,MMR,21.913965,95.956223,2024-03-23
Botswana,2350965,BWA,-22.328474,24.684866,2024-03-23
Central African Republic,4828402,CAF,6.611111,20.939444,2024-03-23
Canada,37994470,CAN,56.130366,-106.346771,2024-03-23
Cocos (Keeling) Islands,543,CCK,-12.164165,96.870956,2024-03-23
Switzerland,8652183,CHE,46.818188,8.227512,2024-03-23
Chile,19109782,CHL,-35.675147,-71.542969,2024-03-23
China,1372360435,CHN,35.86166,104.195397,2024-03-23
Côte d'Ivoire,26369325,CIV,7.539989,-5.54708,2024-03-23
Cameroon,26538232,CMR,7.369722,12.354722,2024-03-23
Congo,5654821,COG,-0.228021,15.827659,2024-03-23
Cook Islands,18094,COK,-21.236736,-159.777671,2024-03-23
Colombia,50868811,COL,4.570868,-74.297333,2024-03-23
Comoros,869288,COM,-11.875001,43.872219,2024-03-23
Cape Verde,555826,CPV,16.002082,-24.013197,2024-03-23
Costa Rica,5092567,CRI,9.748917,-83.753428,2024-03-23
Cuba,11322628,CUB,21.521757,-77.781167,2024-03-23
Curaçao,154969,CUW,12.186111,-68.989444,2024-03-23
Christmas Island,2071,CXR,-10.447525,105.690449,2024-03-23
Cayman Islands,65695,CYM,19.513469,-80.566956,2024-03-23
Cyprus,1206940,CYP,35.126413,33.429859,2024-03-23
Czech Republic,10695077,CZE,49.817492,15.472962,2024-03-23
Czechia,10694837,CZE,49.817492,15.472962,2024-03-23
Germany,83215787,DEU,51.165691,10.451526,2024-03-23
Djibouti,987642,DJI,11.825138,42.590275,2024-03-23
Dominica,10844619,DMA,15.414999,-61.370976,2024-03-23
Denmark,5829350,DNK,56.26392,9.501785,2024-03-23
Dominican Republic,10844465,DOM,18.735693,-70.162651,2024-03-23
Algeria,44684555,DZA,28.033886,1.659626,2024-03-23
Ecuador,17636414,ECU,-1.831239,-78.183406,2024-03-23
Egypt,102305766,EGY,26.820553,30.802498,2024-03-23
Eritrea,5350059,ERI,15.179384,39.782334,2024-03-23
Western Sahara,510544,ESH,24.215527,-12.885834,2024-03-23
Spain,47338986,ESP,40.463667,-3.74922,2024-03-23
Estonia,1330553,EST,58.595272,25.013607,2024-03-23
Ethiopia,114925965,ETH,9.145,40.489673,2024-03-23
Finland,5528677,FIN,61.92411,25.748151,2024-03-23
Fiji,896127,FJI,-16.578193,179.414413,2024-03-23
Falkland Islands,2562,FLK,-51.796253,-59.523613,2024-03-23
Falkland Islands (Malvinas),2562,FLK,-51.796253,-59.523613,2024-03-23
France,67370601,FRA,46.227638,2.213749,2024-03-23
Faroe Islands,48851,FRO,61.892635,-6.911806,2024-03-23
Micronesia,114981,FSM,7.425554,150.550812,2024-03-23
"Micronesia, Federated States of",114982,FSM,7.425554,150.550812,2024-03-23
Gabon,2225043,GAB,-0.803689,11.609444,2024-03-23
Northern Ireland,67191528,GB-NIR,54.7,-6.7,2024-03-23
United Kingdom,67196152,GBR,55.378051,-3.435973,2024-03-23
United Kingdom of Great Britain and Northern Ireland,67195225,GBR,55.378051,-3.435973,2024-03-23
Georgia,3712646,GEO,42.315407,43.356892,2024-03-23
Guernsey,62977,GGY,49.465691,-2.585278,2024-03-23
Ghana,31064845,GHA,7.946527,-1.023194,2024-03-23
Gibraltar,33680,GIB,36.137741,-5.345374,2024-03-23
Guinea,1402559,GIN,9.945587,-9.696645,2024-03-23
Guadeloupe,399987,GLP,16.995971,-62.067641,2024-03-23
Gambia,2416005,GMB,13.443182,-15.310139,2024-03-23
The Gambia,2415938,GMB,13.443182,-15.310139,2024-03-23
Guinea-Bissau,1967291,GNB,11.803749,-15.180413,2024-03-23
