Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106770,ABW,12.52111,-69.968338,2024-04-07
Afghanistan,40220115,AFG,33.93911,67.709953,2024-04-07
Angola,32868222,AGO,-11.202692,17.873887,2024-04-07
Anguilla,13452,AIA,18.220554,-63.068615,2024-04-07
Åland Islands,29459,ALA,60.250716,20.374146,2024-04-07
Albania,2837894,ALB,41.153332,20.168331,2024-04-07
Andorra,77268,AND,42.546245,1.601554,2024-04-07
United Arab Emirates,9890827,ARE,23.424076,53.847818,2024-04-07
Argentina,45379310,ARG,-38.416097,-63.616672,2024-04-07
Armenia,2963396,ARM,40.069099,45.038189,2024-04-07
American Samoa,55200,ASM,-14.270972,-170.132217,2024-04-07
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-07
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-07
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-07
Antigua and Barbuda,97933,ATG,17.060816,-61.796428,2024-04-07
Australia,25688385,AUS,-25.274398,133.775136,2024-04-07
Austria,8917726,AUT,47.516231,14.550072,2024-04-07
Azerbaijan,10110531,AZE,40.143105,47.576927,2024-04-07
Burundi,11891407,BDI,-3.373056,29.918886,2024-04-07
Belgium,11556573,BEL,50.503887,4.469936,2024-04-07
Benin,12123847,BEN,9.30769,2.315834,2024-04-07
"Bonaire, Sint Eustatius and Saba",25988,BES,12.183333,-68.233333,2024-04-07
Burkina Faso,20904418,BFA,12.238333,-1.561593,2024-04-07
Bangladesh,164697577,BGD,23.684994,90.356331,2024-04-07
Bulgaria,6927676,BGR,42.733883,25.48583,2024-04-07
Bahrain,1701671,BHR,25.930414,50.637772,2024-04-07
Bahamas,393269,BHS,25.03428,-77.39628,2024-04-07
The Bahamas,393268,BHS,25.03428,-77.39628,2024-04-07
Bosnia and Herzegovina,3281010,BIH,43.915886,17.679076,2024-04-07
Belarus,9399254,BLR,53.709807,27.953389,2024-04-07
Belize,397642,BLZ,17.189877,-88.49765,2024-04-07
Bermuda,63906,BMU,32.321384,-64.75737,2024-04-07
Bolivia,11673674,BOL,-16.290154,-63.588653,2024-04-07
Brazil,212568471,BRA,-14.235004,-51.92528,2024-04-07
Barbados,287384,BRB,13.193887,-59.543198,2024-04-07
Brunei,437502,BRN,4.535277,114.727669,2024-04-07
Brunei Darussalam,437503,BRN,4.535277,114.727669,2024-04-07
Bhutan,771647,BTN,27.514162,90.433601,2024-04-07
Burma,54412620,BUR,21.913965,95.956223,2024-04-07
Myanmar,54412740,MMR,21.913965,95.956223,2024-04-07
Botswana,2351756,BWA,-22.328474,24.684866,2024-04-07
