Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106841,ABW,12.52111,-69.968338,2024-04-28
Afghanistan,40239792,AFG,33.93911,67.709953,2024-04-28
Angola,32888230,AGO,-11.202692,17.873887,2024-04-28
Anguilla,13461,AIA,18.220554,-63.068615,2024-04-28
Åland Islands,29478,ALA,60.250716,20.374146,2024-04-28
Albania,2839743,ALB,41.153332,20.168331,2024-04-28
Andorra,77311,AND,42.546245,1.601554,2024-04-28
United Arab Emirates,9895239,ARE,23.424076,53.847818,2024-04-28
Argentina,45401778,ARG,-38.416097,-63.616672,2024-04-28
Armenia,2964660,ARM,40.069099,45.038189,2024-04-28
American Samoa,55232,ASM,-14.270972,-170.132217,2024-04-28
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-28
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-28
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-28
Antigua and Barbuda,97988,ATG,17.060816,-61.796428,2024-04-28
Australia,25700499,AUS,-25.274398,133.775136,2024-04-28
Austria,8922897,AUT,47.516231,14.550072,2024-04-28
Azerbaijan,10116300,AZE,40.143105,47.576927,2024-04-28
Burundi,11896732,BDI,-3.373056,29.918886,2024-04-28
Belgium,11562894,BEL,50.503887,4.469936,2024-04-28
Benin,12130660,BEN,9.30769,2.315834,2024-04-28
"Bonaire, Sint Eustatius and Saba",26003,BES,12.183333,-68.233333,2024-04-28
Burkina Faso,20917923,BFA,12.238333,-1.561593,2024-04-28
Bangladesh,164793259,BGD,23.684994,90.356331,2024-04-28
Bulgaria,6930880,BGR,42.733883,25.48583,2024-04-28
Bahrain,1702432,BHR,25.930414,50.637772,2024-04-28
Bahamas,393437,BHS,25.03428,-77.39628,2024-04-28
The Bahamas,393450,BHS,25.03428,-77.39628,2024-04-28
Bosnia and Herzegovina,3283158,BIH,43.915886,17.679076,2024-04-28
Belarus,9404940,BLR,53.709807,27.953389,2024-04-28
Belize,397882,BLZ,17.189877,-88.49765,2024-04-28
Bermuda,63935,BMU,32.321384,-64.75737,2024-04-28
Bolivia,11679323,BOL,-16.290154,-63.588653,2024-04-28
Brazil,212699186,BRA,-14.235004,-51.92528,2024-04-28
Barbados,287511,BRB,13.193887,-59.543198,2024-04-28
Brunei,437790,BRN,4.535277,114.727669,2024-04-28
Brunei Darussalam,437749,BRN,4.535277,114.727669,2024-04-28
Bhutan,772005,BTN,27.514162,90.433601,2024-04-28
Burma,54448918,BUR,21.913965,95.956223,2024-04-28
Myanmar,54442384,MMR,21.913965,95.956223,2024-04-28
Botswana,2353000,BWA,-22.328474,24.684866,2024-04-28
Central African Republic,4832805,CAF,6.611111,20.939444,2024-04-28
Canada,38032263,CAN,56.130366,-106.346771,2024-04-28
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-28
Switzerland,8659037,CHE,46.818188,8.227512,2024-04-28
Chile,19126958,CHL,-35.675147,-71.542969,2024-04-28
China,1373751428,CHN,35.86166,104.195397,2024-04-28
