Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106793,ABW,12.52111,-69.968338,2024-04-14
Afghanistan,40227877,AFG,33.93911,67.709953,2024-04-14
Angola,32875384,AGO,-11.202692,17.873887,2024-04-14
Anguilla,13454,AIA,18.220554,-63.068615,2024-04-14
Åland Islands,29465,ALA,60.250716,20.374146,2024-04-14
Albania,2838366,ALB,41.153332,20.168331,2024-04-14
Andorra,77282,AND,42.546245,1.601554,2024-04-14
United Arab Emirates,9893068,ARE,23.424076,53.847818,2024-04-14
Argentina,45389531,ARG,-38.416097,-63.616672,2024-04-14
Armenia,2963954,ARM,40.069099,45.038189,2024-04-14
American Samoa,55212,ASM,-14.270972,-170.132217,2024-04-14
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-14
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-14
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-14
Antigua and Barbuda,97956,ATG,17.060816,-61.796428,2024-04-14
Australia,25692210,AUS,-25.274398,133.775136,2024-04-14
Austria,8919030,AUT,47.516231,14.550072,2024-04-14
Azerbaijan,10112469,AZE,40.143105,47.576927,2024-04-14
Burundi,11893882,BDI,-3.373056,29.918886,2024-04-14
Belgium,11558931,BEL,50.503887,4.469936,2024-04-14
Benin,12126672,BEN,9.30769,2.315834,2024-04-14
"Bonaire, Sint Eustatius and Saba",25992,BES,12.183333,-68.233333,2024-04-14
Burkina Faso,20909169,BFA,12.238333,-1.561593,2024-04-14
Bangladesh,164733625,BGD,23.684994,90.356331,2024-04-14
Bulgaria,6928949,BGR,42.733883,25.48583,2024-04-14
Bahrain,1701979,BHR,25.930414,50.637772,2024-04-14
Bahamas,393358,BHS,25.03428,-77.39628,2024-04-14
The Bahamas,393338,BHS,25.03428,-77.39628,2024-04-14
Bosnia and Herzegovina,3281792,BIH,43.915886,17.679076,2024-04-14
Belarus,9401398,BLR,53.709807,27.953389,2024-04-14
Belize,397712,BLZ,17.189877,-88.49765,2024-04-14
Bermuda,63918,BMU,32.321384,-64.75737,2024-04-14
Bolivia,11675394,BOL,-16.290154,-63.588653,2024-04-14
Brazil,212613631,BRA,-14.235004,-51.92528,2024-04-14
Barbados,287454,BRB,13.193887,-59.543198,2024-04-14
Brunei,437593,BRN,4.535277,114.727669,2024-04-14
Brunei Darussalam,437603,BRN,4.535277,114.727669,2024-04-14
Bhutan,771777,BTN,27.514162,90.433601,2024-04-14
Burma,54426076,BUR,21.913965,95.956223,2024-04-14
Myanmar,54421550,MMR,21.913965,95.956223,2024-04-14
Botswana,2352273,BWA,-22.328474,24.684866,2024-04-14
Central African Republic,4830925,CAF,6.611111,20.939444,2024-04-14
Canada,38015172,CAN,56.130366,-106.346771,2024-04-14
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-14
Switzerland,8656689,CHE,46.818188,8.227512,2024-04-14
Chile,19120384,CHL,-35.675147,-71.542969,2024-04-14
China,1373195667,CHN,35.86166,104.195397,2024-04-14
Côte d'Ivoire,26385481,CIV,7.539989,-5.54708,2024-04-14
Cameroon,26552717,CMR,7.369722,12.354722,2024-04-14
Congo,5658353,COG,-0.228021,15.827659,2024-04-14
Cook Islands,18104,COK,-21.236736,-159.777671,2024-04-14
Colombia,50893099,COL,4.570868,-74.297333,2024-04-14
Comoros,869810,COM,-11.875001,43.872219,2024-04-14
Cape Verde,556127,CPV,16.002082,-24.013197,2024-04-14
Costa Rica,5095624,CRI,9.748917,-83.753428,2024-04-14
Cuba,11329586,CUB,21.521757,-77.781167,2024-04-14
Curaçao,155055,CUW,12.186111,-68.989444,2024-04-14
Christmas Island,2072,CXR,-10.447525,105.690449,2024-04-14
Cayman Islands,65734,CYM,19.513469,-80.566956,2024-04-14
Cyprus,1207638,CYP,35.126413,33.429859,2024-04-14
Czech Republic,10701911,CZE,49.817492,15.472962,2024-04-14
Czechia,10702028,CZE,49.817492,15.472962,2024-04-14
Germany,83263977,DEU,51.165691,10.451526,2024-04-14
Djibouti,988280,DJI,11.825138,42.590275,2024-04-14
Dominica,10850207,DMA,15.414999,-61.370976,2024-04-14
Denmark,5833129,DNK,56.26392,9.501785,2024-04-14
Dominican Republic,10851032,DOM,18.735693,-70.162651,2024-04-14
Algeria,44710763,DZA,28.033886,1.659626,2024-04-14
Ecuador,17646881,ECU,-1.831239,-78.183406,2024-04-14
Egypt,102355901,EGY,26.820553,30.802498,2024-04-14
Eritrea,5353293,ERI,15.179384,39.782334,2024-04-14
Western Sahara,510817,ESH,24.215527,-12.885834,2024-04-14
Spain,47361996,ESP,40.463667,-3.74922,2024-04-14
Estonia,1331340,EST,58.595272,25.013607,2024-04-14
Ethiopia,114997803,ETH,9.145,40.489673,2024-04-14
Finland,5531937,FIN,61.92411,25.748151,2024-04-14
Fiji,896634,FJI,-16.578193,179.414413,2024-04-14
Falkland Islands,2563,FLK,-51.796253,-59.523613,2024-04-14
Falkland Islands (Malvinas),2563,FLK,-51.796253,-59.523613,2024-04-14
France,67409585,FRA,46.227638,2.213749,2024-04-14
