Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106746,ABW,12.52111,-69.968338,2024-03-28
Afghanistan,40209817,AFG,33.93911,67.709953,2024-03-28
Angola,32859358,AGO,-11.202692,17.873887,2024-03-28
Anguilla,13449,AIA,18.220554,-63.068615,2024-03-28
Åland Islands,29451,ALA,60.250716,20.374146,2024-03-28
Albania,2837109,ALB,41.153332,20.168331,2024-03-28
Andorra,77247,AND,42.546245,1.601554,2024-03-28
United Arab Emirates,9888791,ARE,23.424076,53.847818,2024-03-28
Argentina,45365940,ARG,-38.416097,-63.616672,2024-03-28
Armenia,2962628,ARM,40.069099,45.038189,2024-03-28
American Samoa,55187,ASM,-14.270972,-170.132217,2024-03-28
Antarctica,999,ATA,-75.250973,-0.071389,2024-03-28
French Southern Territories,399,ATF,-49.280366,69.348557,2024-03-28
French Southern and Antarctic Lands,399,ATF,-49.280366,69.348557,2024-03-28
Antigua and Barbuda,97906,ATG,17.060816,-61.796428,2024-03-28
Australia,25681432,AUS,-25.274398,133.775136,2024-03-28
Austria,8915479,AUT,47.516231,14.550072,2024-03-28
Azerbaijan,10108294,AZE,40.143105,47.576927,2024-03-28
Burundi,11888374,BDI,-3.373056,29.918886,2024-03-28
Belgium,11554111,BEL,50.503887,4.469936,2024-03-28
Benin,12120546,BEN,9.30769,2.315834,2024-03-28
"Bonaire, Sint Eustatius and Saba",25982,BES,12.183333,-68.233333,2024-03-28
Burkina Faso,20898655,BFA,12.238333,-1.561593,2024-03-28
Bangladesh,164661364,BGD,23.684994,90.356331,2024-03-28
Bulgaria,6926162,BGR,42.733883,25.48583,2024-03-28
Bahrain,1701176,BHR,25.930414,50.637772,2024-03-28
Bahamas,393182,BHS,25.03428,-77.39628,2024-03-28
The Bahamas,393165,BHS,25.03428,-77.39628,2024-03-28
Bosnia and Herzegovina,3280245,BIH,43.915886,17.679076,2024-03-28
Belarus,9397133,BLR,53.709807,27.953389,2024-03-28
Belize,397547,BLZ,17.189877,-88.49765,2024-03-28
Bermuda,63892,BMU,32.321384,-64.75737,2024-03-28
Bolivia,11671074,BOL,-16.290154,-63.588653,2024-03-28
Brazil,212520058,BRA,-14.235004,-51.92528,2024-03-28
Barbados,287320,BRB,13.193887,-59.543198,2024-03-28
Brunei,437401,BRN,4.535277,114.727669,2024-03-28
Brunei Darussalam,437384,BRN,4.535277,114.727669,2024-03-28
Bhutan,771469,BTN,27.514162,90.433601,2024-03-28
Burma,54400881,BUR,21.913965,95.956223,2024-03-28
Myanmar,54398292,MMR,21.913965,95.956223,2024-03-28
Botswana,2351242,BWA,-22.328474,24.684866,2024-03-28
Central African Republic,4828799,CAF,6.611111,20.939444,2024-03-28
Canada,37997462,CAN,56.130366,-106.346771,2024-03-28
