Country,Population,ISO-ALPHA-3,Latitude,Longitude,date
Aruba,106783,ABW,12.52111,-69.968338,2024-04-11
Afghanistan,40223859,AFG,33.93911,67.709953,2024-04-11
Angola,32870868,AGO,-11.202692,17.873887,2024-04-11
Anguilla,13454,AIA,18.220554,-63.068615,2024-04-11
Åland Islands,29461,ALA,60.250716,20.374146,2024-04-11
Albania,2838243,ALB,41.153332,20.168331,2024-04-11
Andorra,77276,AND,42.546245,1.601554,2024-04-11
United Arab Emirates,9891655,ARE,23.424076,53.847818,2024-04-11
Argentina,45383598,ARG,-38.416097,-63.616672,2024-04-11
Armenia,2963698,ARM,40.069099,45.038189,2024-04-11
American Samoa,55203,ASM,-14.270972,-170.132217,2024-04-11
Antarctica,1000,ATA,-75.250973,-0.071389,2024-04-11
French Southern Territories,400,ATF,-49.280366,69.348557,2024-04-11
French Southern and Antarctic Lands,400,ATF,-49.280366,69.348557,2024-04-11
Antigua and Barbuda,97943,ATG,17.060816,-61.796428,2024-04-11
Australia,25690841,AUS,-25.274398,133.775136,2024-04-11
Austria,8918284,AUT,47.516231,14.550072,2024-04-11
Azerbaijan,10111900,AZE,40.143105,47.576927,2024-04-11
Burundi,11892630,BDI,-3.373056,29.918886,2024-04-11
Belgium,11557580,BEL,50.503887,4.469936,2024-04-11
Benin,12125256,BEN,9.30769,2.315834,2024-04-11
"Bonaire, Sint Eustatius and Saba",25991,BES,12.183333,-68.233333,2024-04-11
Burkina Faso,20906606,BFA,12.238333,-1.561593,2024-04-11
Bangladesh,164711374,BGD,23.684994,90.356331,2024-04-11
Bulgaria,6928469,BGR,42.733883,25.48583,2024-04-11
Bahrain,1701790,BHR,25.930414,50.637772,2024-04-11
Bahamas,393303,BHS,25.03428,-77.39628,2024-04-11
The Bahamas,393304,BHS,25.03428,-77.39628,2024-04-11
Bosnia and Herzegovina,3281220,BIH,43.915886,17.679076,2024-04-11
Belarus,9400546,BLR,53.709807,27.953389,2024-04-11
Belize,397685,BLZ,17.189877,-88.49765,2024-04-11
Bermuda,63914,BMU,32.321384,-64.75737,2024-04-11
Bolivia,11674519,BOL,-16.290154,-63.588653,2024-04-11
Brazil,212588874,BRA,-14.235004,-51.92528,2024-04-11
Barbados,287418,BRB,13.193887,-59.543198,2024-04-11
Brunei,437556,BRN,4.535277,114.727669,2024-04-11
Brunei Darussalam,437546,BRN,4.535277,114.727669,2024-04-11
Bhutan,771738,BTN,27.514162,90.433601,2024-04-11
Burma,54417826,BUR,21.913965,95.956223,2024-04-11
Myanmar,54419567,MMR,21.913965,95.956223,2024-04-11
Botswana,2351967,BWA,-22.328474,24.684866,2024-04-11
Central African Republic,4830565,CAF,6.611111,20.939444,2024-04-11
Canada,38009922,CAN,56.130366,-106.346771,2024-04-11
Cocos (Keeling) Islands,544,CCK,-12.164165,96.870956,2024-04-11
Switzerland,8655862,CHE,46.818188,8.227512,2024-04-11
Chile,19119244,CHL,-35.675147,-71.542969,2024-04-11
China,1373094395,CHN,35.86166,104.195397,2024-04-11
Côte d'Ivoire,26382026,CIV,7.539989,-5.54708,2024-04-11
Cameroon,26550444,CMR,7.369722,12.354722,2024-04-11
Congo,5657837,COG,-0.228021,15.827659,2024-04-11
Cook Islands,18102,COK,-21.236736,-159.777671,2024-04-11
Colombia,50889900,COL,4.570868,-74.297333,2024-04-11
Comoros,869728,COM,-11.875001,43.872219,2024-04-11
Cape Verde,556056,CPV,16.002082,-24.013197,2024-04-11
Costa Rica,5094934,CRI,9.748917,-83.753428,2024-04-11
Cuba,11328124,CUB,21.521757,-77.781167,2024-04-11
Curaçao,155033,CUW,12.186111,-68.989444,2024-04-11
Christmas Island,2072,CXR,-10.447525,105.690449,2024-04-11
Cayman Islands,65729,CYM,19.513469,-80.566956,2024-04-11
Cyprus,1207525,CYP,35.126413,33.429859,2024-04-11
Czech Republic,10700659,CZE,49.817492,15.472962,2024-04-11
Czechia,10700659,CZE,49.817492,15.472962,2024-04-11
Germany,83254214,DEU,51.165691,10.451526,2024-04-11
Djibouti,988150,DJI,11.825138,42.590275,2024-04-11
Dominica,10849753,DMA,15.414999,-61.370976,2024-04-11
Denmark,5832323,DNK,56.26392,9.501785,2024-04-11
Dominican Republic,10849452,DOM,18.735693,-70.162651,2024-04-11
Algeria,44707958,DZA,28.033886,1.659626,2024-04-11
Ecuador,17645216,ECU,-1.831239,-78.183406,2024-04-11
Egypt,102350735,EGY,26.820553,30.802498,2024-04-11
Eritrea,5352963,ERI,15.179384,39.782334,2024-04-11
